recipe,bananas,eggs,allpurposeflour,sugar,salt,bakingsoda,vanillaextract,bakingpowder,butter,sour cream,milk,buttermilk,water,wholewheatflour
"Jamaican-Banana-Bread-Recipezaar_1",3,1,2,0.5,1,0,1,1,0,0,0,0,0,0
"Banana-Chocolate-Chip-Bread-Recipezaar",1,1,2.25,1,0,1,1,0,0,0,0,0,0,0
"Low-Calorie-Banana-Bread-Recipezaar_1",3,2,2,0,0.5,1,1,1,3,0,0,0,0,0
"Banana-Bread-Recipezaar_100",3,2,2,0,0.5,1,0.5,0.5,0,0,3,0,0,0
"Banana-Bread-Recipezaar_103",3,1,1.5,1,1,1,0,0,0,0,0,0,0,0
"Banana-Bread-Recipezaar_105",1,2,1.75,0.666666666667,0.5,0,0,2.75,0,0,0,0,0,0
"Banana-Bread-Recipezaar_106",3,2,2,1,0.125,1,0.5,0,0.5,0,0,0,0,0
"Banana-Bread-Recipezaar_107",1.5,2,2.5,1.25,1,1,1,0,0.5,0,0,0.5,0,0
"Banana-Bread-Recipezaar_108",1,1,2,1,0.5,0.5,0,1,0,0,5,0,0,0
"Banana-Bread-Recipezaar_109",3,2,2,1,0.5,1,0,0,0.5,0,0,0,0,0
"Bangin_-Banana-Bread-AllRecipes",2.5,2,2,0.5,0,1.25,0.5,0.5,0.5,0,0,0,0,0
"Joy_s-Amazing-Banana-Bread-RecipeZaar-58625",3,2,0,0.666666666667,0.75,0.125,0,1.25,0.333333333333,0,2,0,0,0
"Pennsylvania-Grange-Banana-Nut-Bread---Grange-_-1751-Food_com-134344",1.5,3,3,2.5,0,1.5,1,1.5,0,0,0,1.25,0,0
"Grandma_s-Banana-Bread-Recipezaar_1",1,1,1,0,0,1,0,1,0,0,0,0,0,0
"Oatmeal-Banana-Nut-Bread-Allrecipes",1,2,1.5,0.75,0.5,0.5,1,0,0,0,0,0,0,0
"Banana_nut-Bread-Epicurious",1,2,2,1,0,1,0,0.5,0.5,0.25,0,0,0,0
"Banana-Chocolate-Chip-Nut-Bread-Recipezaar",1,1,2,1,0,0.5,0,1,0.5,0,3,0,0,0
"Banana-Berry-Bread-Recipezaar",1,2,1.75,0.666666666667,0.5,0.25,0,1,0,0,0,0,0,0
"Fat-Free-_almost_-Banana-Bread-Recipezaar",1,2,0,0,0,1,1,0,0,0,0,0,0,1.5
"Kona-Inn-Banana-Bread-Recipezaar_1",3,2,1.25,1,0.5,1,0,0,0.5,0,0,0,0,0
"Banana-Chocolate-Bread-Martha-Stewart-241052",1.5,2,1.66666666667,1.25,0,1,1,0,0.5,2,0,0,0,0
"Banana-Nut-Bread-Recipezaar_28",3,4,0,0,0,0,0,0,0,0,0,0,0.5,0
"Banana-Nut-Bread-Recipezaar_29",1.5,3,3,2.5,0,1.5,1,1.5,0,0,0,1.25,0,0
"Dora-Benston_s-Pioneer-Banana-Bread-Recipezaar",3,1,1.5,1,1,1,1,0.5,0.5,0,0,0,0,0
"Banana-Nut-Bread-Recipezaar_25",1.5,2,2,1.5,1,1,1,0,0.75,0,0,0,0,0
"Banana-Nut-Bread-Recipezaar_20",1,3,3,2.5,1,0.75,2,0,0,0,6,0,0,0
"Banana-Nut-Bread-Recipezaar_21",5,4,3,2.5,0,1.5,2,0,0,0,0,6,0,0
"Banana-Nut-Bread-Recipezaar_22",1.33333333333,1,2.5,0,0.5,1,0,0,5,0,0,0,0,0
"Banana-Nut-Bread-Recipezaar_23",3.5,4,4,0,0,0,0,4,0,0,0,0,0,0
"Aunt-Pat_s-Banana-Bread-Food_com-110220",1,1,0,0.75,0,0,0,0,0,0,0,0,0,0
"Gingerly-Molasses-Christmas-Banana-Bread-Food_com-140139",2,1,1.5,0,0,1,0,0,0,0,0,0,0,0
"Grandma_s-Banana-Bread-Recipezaar_2",3,1,2,1,1,1,0,0,0,0,0,0,0,0
"Plain-Ol_-Banana-Bread-_-Vegan-Recipezaar",3,0,2,0.5,0.5,0.5,1,0,0,0,0,0,0,0
"Amazing_-Banana-Bread-Food_com-98596",0.75,2,1,1,0.5,0.75,0,0,0,0,0,0,0,0
"Best-Banana-Bread-Ever-Recipezaar_1",1,2,0,1,0,0,0,0,0,0,0,0,0,0
"Banana-Bread-MyRecipes-236128",2,1,0,4,0,0,1,0,0,0,180,0,0,0
"The-Best-Banana-Bread-Recipezaar",1,2,2,0,0.5,1,0,0.5,0.5,0,0,0,0,0
"Peanut-Butter-Streusel-Topped-Cream-Cheese-Banana-Nut-Bread-MyRecipes-229383",1.5,2,3,2,0.5,0.5,0.5,0.5,0.75,0,0,0,0,0
"The-Very-Best-Banana-Cranberry-Bread-Recipezaar",2,2,1.25,1,0.5,0.75,1,0,0,0,0,0,0,0
"Banana-Bread-Cookies-Ii-Recipezaar",2,0,0,1,0.5,0,1,1,0,0,0,0,0,1
"Low-Fat-Banana-Bread-Remake-_-_-Recipezaar",4,1,0.75,0.75,0,1,1,1.25,0,0,0,0,0,0.75
"Banana-Bread-Viii-Allrecipes",3,0,1.5,1,1,1,0,0,0,0,0,0,0,0
"Old-Fashioned-Yeasted-Banana-Nut-Bread-Recipezaar",5,0,0,0,2,0,0,0,0,0,0,0.5,0,2
"Banana-Bread-Food_com-94212",3,2,0.75,1,0,1,0,0,0.5,0,0,0,0,0
"Microwave-Tofu-Banana-Bread-Allrecipes",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Low-Sugar-Banana-Bread-Recipezaar",3,2,1.75,1,0.25,0,0,3,0,0,0,0,0,0
"Cinnamon-Topped-Banana-Bread-Food_com-80886",1,1,2,0.75,0.25,0.5,0.5,2,0.5,0,0,2,0,0
"Banana-Bread-Mini-Loaf-Recipezaar",2.5,0,2,0,0.25,1,0,0,0.25,0,0,0,0,0
"Kelly_s-Banana-Bread-Recipezaar",2,1,1.5,1,0,1,0,0,0.25,0,0,0,0,0
"Mamas-Banana-Bread-Food_com-72923",3,2,0,1,0.5,1,1,0,0.25,0,0,0,0,0
"Pear-Banana-Bread-Low_fat-Recipezaar",1,1,1.75,0.5,0,1,1.5,1,0,0,0,0,0,0
"Banana-Banana-Bread-Recipezaar",2.33333333333,2,2,0,0.25,1,0,0,0.5,0,0,0,0,0
"Best-Ever-Sour-Cream-Banana-Bread-Recipezaar",6,4,4,4,0,2.5,2,0,0,1,0,0,0,0
"Banging-Banana-Bread-Food_com-114963",1.5,2,1.66666666667,1,0.5,1,0.5,0.25,0,0,0,0,0.333333333333,0
"White-Chocolate-Banana-Bread-Recipezaar",1.5,2,1.5,0.5,0.5,0.5,0,2,0,0,0,0,0.25,0
"The-Easiest-Banana-Bread-Recipezaar",2,1,0,0,0,0,0,0,0,0,0.75,0,0,0
"Banana_berry-Nut-Bread-TasteOfHome",0.5,2,1.5,1,0.5,0.5,0,0,0,0,0,0,0,0
"Nana_s-Banana-Bread-Recipezaar",1.5,1,1.75,0.5,0.5,1,1,0.25,5,0,0,0,0,0
"Mamaw_s-Banana-Bread-Recipezaar",3,2,0.5,1,0.25,0.75,0,1,0,0,0,3,0,0
"Yum-Yum-Banana-Bread-Recipezaar",3,2,1.5,1,0,1,0,0,0.25,0,0,0,0,0
"Bananas-Foster-Bread-Pudding-Food_com-143833",2,3,0,0,0,0,0,0,0.25,0,4,0,0,0
"5-Minute-Banana-Bread_-Banana-Muffin-Batter-MyRecipes-240407",2,1,1.5,1,1,0,0,0,0.25,0,0,0,0,0
"Banana-Walnut-Bread-Recipezaar_1",1.5,2,2,1.33333333333,1,1.5,1.5,1,0.666666666667,0,0.5,0,0,0
"Banana-Bread-With-Coconut-Rum-Recipezaar",3,1,2,0,0.5,1,0,0,0,0,0,0,0,0
"Jamaican-Banana-Bread-Food_com-180175",1,1,2,0.25,0.125,0.5,1,2,2,0,0,0,0,0
"Mom_s-Banana-Bread-Recipezaar_8",1,1,2,1,0,0.5,0,1,0.5,0,3,0,0,0
"Easiest-Ever-Banana-Bread-Recipezaar",3,2,2,1,0.5,0,0,1,0.5,0,0,0,0,0
"Best-Banana-Bread-Or-Muffins-Recipezaar",4,2,1.5,1,0.5,1,0.5,0,0.5,0,0,0,0,0
"Banana-Bread-_disneyland-Resort_-Recipezaar",2,2,3,2,0.5,2,0.25,0,1,0,0,0,2,0
"Banana-Bread-Foster-Recipezaar",0,0,0,0,0,0,1,0,0.5,0,0,0,0,0
"Mom_s-Banana-Bread-Recipezaar_1",3,1,1.5,1,1,1,0,0,0,0,0,0,0,0
"Tasty-Banana-Bread-Recipezaar",1,0,1.5,0.75,0.125,0.5,0,1.25,0,0,0,0,0,0
"Banana-Nut-Bread-Food_com-115256",1.25,1,2.25,0.75,0.5,0,0,0.5,0,0,0,0,0,0
"Mom_s-Banana-Bread-Recipezaar_4",1,2,2,1,1,0.5,0,2,0.5,0,0,0,0,0
"Mom_s-Banana-Bread-Recipezaar_7",3,2,1.5,1.5,0,2,0,0,0.5,0,0,0,0,0
"Heavenly-Chocolate-Banana-Bread-Recipezaar",3,2,1.5,0.5,0.5,1,1,1,0.5,0,0,0,0,0
"Banana-Coconut-Bread-Recipezaar_1",2,2,1.5,0.5,0.5,1,0,0,10,0,0,3,0,0
"Delicious-Sour-Cream_Banana-Bread-AllRecipes",1,2,2.25,1,0.5,0.5,0,1.5,0.25,1,0,0,0,0
"Hawaiian-Banana-Bread-Recipezaar_1",6,4,2.5,2,1,2,0,0,1,0,0,0,0,0
"Banana-Bread-Food_com-83460",3,0,2,1,0.25,0,0,1,1,0,0,0,0,0
"Easy-Banana-Bread-_-Chocolate-Nut-Recipezaar",3,4,5,2.5,2,2,2,0,1,0,0,0,0,0
"Chocolate-Banana-Bread-_low-Fat_-Recipezaar",2,2,0,0,0,1,0,1,0,0,0,2,0,0
"Whole-Wheat-Banana-Snack-Bread-Recipezaar",1,0,0,0.25,0,1,0,0,0,0,0,0,0,1
"Banana-Bread-Food-Network_1",0.75,2,1.25,1,0.5,1,0,0,0,0,0,0,0,0
"Banana-Bread-Food-Network_2",3,2,2,0,1,1,0,1,8,0,1,0,0,0
"Banana-Bread-Food-Network_3",4,2,2,1,1,1,1,1,0,0,0,0,0,0
"Yummy-Banana-Bread-Recipezaar",2,4,2.5,2,1,2,0,0,1,0,0,0,0,0
"Banana-_-Applesauce-_-Blueberry-And-Walnut-Fat_free-Quick-Bread-Recipezaar",3,0,2,0,0.5,0.75,0,0.75,0,0,0,0,0,0
"Banana-Bread-Recipezaar_9",3,2,8,0,0,0,0,0,0,0,0,0,0,0
"Easy-Lower-Sugar-Banana-Flax-Bread-Food_com-280149",3,3,0,0.25,0,0,1,0,0,0,0,0,0,0
"Banana-Bread-with-Pecans-Food-Network-272391",4,2,2,0,0.5,1.5,1,0,0.75,0,0,0,0,0
"Banana-Bread-Recipezaar_3",3,1,2,1,0.5,1,0,0.5,0,0,2,0,0,0
"5-Minute-Banana-Bread-Food_com-178773",0.666666666667,0,0,0,1,0,0.25,0,0,0,0,0,0,0
"Banana-Bread-Recipezaar_7",1,2,1.25,1,0.5,0.75,0,0,0.5,0,0,0,0,0
"Banana-Bread-Recipezaar_5",1,1,1,0.5,0.5,0.5,0,1,0,0,0.5,0,0,0
"Favorite-Banana-Blueberry-Quick-Bread-Allrecipes",1,2,1.625,1,0.25,1,0,0,0,0,0,0,0,0
"Banana-Bread-MyRecipes-247674",2,2,2,0,0,1,1,1,0.5,0,0,0,0,0
"Mom_s-Banana-Bread-Recipezaar_11",3,2,2,1,0,1,1,0,0.5,0,0,0,0,0
"Pineapple-Banana-Sweet-Bread-Recipezaar",3,3,0,0,0,0,0,0,0,0,0,0,0.5,0
"Banana-Nut-Bread-Recipezaar",4,4,2,2,0,2,2,0,0,0,0,0,0,0
"Whole-Wheat-Banana-Nut-Bread-Allrecipes",1,2,0,0,0.5,1,1,0,0,0,0,0,0,0
"Quick_-Easy_-Healthy_-Yummy-Banana-Bread-Recipezaar",1,1,1.75,0.75,0.5,0.75,0,0,0,0,0,0,0,0
"Strawberry-Banana-Nut-Bread-Recipezaar",3,3,3,1,0.5,0,0,4,0,0,0.5,0,0,0
"Ww-2-Points-_-Pumpkin-Banana-Bread-Recipezaar",2,2,1.25,0,0.5,1,2,0.5,0,0,0,0,0,0
"Banana-Bread-MyRecipes-247479",3,2,2,1,0.5,1,0,0.5,2,0,0,0,0,0
"Whole-Wheat-Banana-Bread-Recipezaar_1",3,2,0,0,0.5,0,1,0,0,0,0,0,0,0
"Beautiful-Banana-Bread-Food_com-145840",2,2,2,1,0.5,0.5,0.5,0,0,0,3,0,0,0
"Good_for_you-Banana-Bread-Recipezaar",1,0,2,0,0.25,0.5,1,0.5,0.25,0,3,0,0,0
"Banana-Bran-Bread-Recipezaar",2,0,0,0,0,0,0,2,0,0,0,0,2,0.75
"Banana-Bread-_vegan_-Recipezaar",1,0,2,1,0.5,0.5,1,0.5,0,0,0,0,0,0
"Old_school-Banana-Bread-Recipezaar",1,2,1,1,0.5,0,0,3,0,0,0,0,0,0
"Cardamom-Banana-Bread-Recipezaar",3,2,1,0,1,1,0,1,0,0,0,0,0,0.75
"Banana-Chai-Bread-Allrecipes",0.75,2,1.75,0.75,0.5,0,0,1,0,0,0,0,0,0
"Best-Banana-Bread-Ever-Recipezaar",1,2,2,1.5,0.5,1,1,1,0,0.5,0.25,0,0,0
"Ww-Banana-Bread-Recipezaar",3,0,0.75,0,0.5,1.5,0,0,0,0,0,0,0,1
"Banana-Sour-Cream-Bread-Recipezaar",1.5,2,2.75,1.33333333333,0.5,1,0,1,0.666666666667,0.5,0,0,0,0
"Cranberry-Banana-Bread-Food_com-153344",3,2,1.75,0.666666666667,0.5,0.25,0,2,0,0,0,0,0.25,0
"Mackinaw-Island-Banana-Bread-Recipezaar",4,2,3,0.5,0.25,1.5,1,0,0,0,0,0,0,0
"Banana-Bread-Cockaigne-Recipezaar",1.25,1,1.5,0.666666666667,0.5,0,0,1.5,6,0,0,0,0,0
"Banana-Nut-Bread-With-Yogurt-And-Whole-Wheat-Flour-Recipezaar",1,0,0,0.666666666667,0,0.5,0,1.25,0,0,2,0,0,1.75
"Nanny_s-Banana-Nut-Bread-Food_com-93527",3,2,2,1,0.5,1,0,0,0.5,0,0,0,0,0
"Banana-Nut-Bread-Recipezaar_8",1.5,2,1.5,0,0.5,0.5,0,0,0.25,0,0,0,0,0
"Del-Monte-Banana-Bread-Food_com-183767",6,4,4,0,0.25,2,0,0,0,0,0,0,0,0
"Vegan-Banana-Bread-Recipezaar",2,1,1,1.25,1,1,1,0,0,0,0,0,4,0
"Banana-Bread-My-Recipes",4,1,0.5,0,0.125,1,0,1,0,0,0,0,0,1
"Lighter-Zucchini-Banana-Bread-Recipezaar",1,4,3,1.5,1,1.5,1,1.5,0,0,0,0,0,0
"Applesauce-Banana-Bread-Recipezaar_1",2.33333333333,2,2,0,0.25,1,2,0,0,0,0,0,0,0
"Applesauce-Banana-Bread-Recipezaar_2",4,2,2,1,1,1,1,1,0,0,0,0,0,0
"A-Bit-of-Everything-Banana-Bread-Food_com-78988",5,3,1.75,1.75,0.5,1.5,1,0,0,0,0,0,0,0
"Banana-Bread-Recipezaar_59",3,2,2,1,0.5,2,0,0.25,0,0,2,0,0,0
"Banana-Bread-Recipezaar_58",1.5,2,2.5,1,0.75,0.5,2,2,0.5,0,0.25,0,0,0
"Banana-Bread-Recipezaar_56",1,0,1.5,0.75,0.125,0.5,0,1.25,0,0,0,0,0,0
"Banana-Blueberry-Oatmeal-Bread-Food_com-110742",2,2,1.5,0.666666666667,0.5,0,0,2.25,0,0,0,0,0,0
"Banana-Bread-Recipezaar_54",1,2,1.33333333333,0.666666666667,0.75,0.5,0,0.25,5.33333333333,0,0,0,0,0
"Banana-Bread-Recipezaar_53",1,2,1.5,1.5,0.25,1,1,0,0.5,4,0,0,0,0
"Banana-Bread-Recipezaar_52",1,0,0,0.5,0.125,0.5,0,1.25,0,0,0,0,0,0
"Banana-Bread-Recipezaar_51",4,0,2.5,1,0,2,1,2,0,0,0,0,0,0
"Abm-Banana-Yeast-Bread-Food_com-69126",3,0,0,0,0.75,0,0,0,2,0,0,0,0,0
"Peanut-Chip-Banana-Bread-Food_com-188259",1,1,2.5,0.5,0.75,0,1,1,2,0,1,0,0,0
"Coconut-And-Macadamia-Nut-Banana-Bread-Recipezaar",1.33333333333,3,2.25,0,1,0.5,1.5,0,0.75,3,0,0,0,0
"Banana-Chocolate-Chip-Bread-_-Breadmaker-1-1_2-Lb_-Loaf_-Recipezaar",0.5,1,0,0,1,0,0,0,0,0,0.5,0,0,0
"Max-And-Mom_s-Over_the_top-Banana-Bread-Recipezaar",3,3,2.5,0,1,1,1,0,0.75,0,0,0,0,0
"Easy-Banana-Nut-Bread-Recipezaar_1",1,2,2,1,0.25,1,0,0,0.5,0,0,0,0,0
"Fabulous-Bundt-Pan-Banana-Bread-Recipezaar",1.5,5,2,2,0,2,0,0,1,0,0,6,0,0
"Banana-Bread-W_chocolate-Chips-Recipezaar",4,2,2,2,1,1,0,0,0,0,0,0,0,0
"Flax-Banana-Bread-Food_com-60958",2,2,1.75,0.75,0,0.5,0,1,0,0,0,0,0,0
"Banana-Nut-Bread-Recipezaar_1",2,2,2,1,1,1,0,0,0,0,0,0,0,0
"Blueberry_banana_oat-Bread-Recipezaar",1,2,0,0.666666666667,0,0,0,0,0,0,0.25,0,0,0
"Peanutbutter-Banana-Bread-Food_com-88855",1,2,2,1,1,1,0,0,0.5,0,0,0,0,0
"Delicious-Raisin-Nut-Banana-Bread-Allrecipes",1,1,1.5,0.5,0.25,1,0,3.5,0,0,0.5,0,0,0
"Sugar-Free-Banana-Bread-_muffins_-Recipezaar",6,2,1.5,0,0.25,1,0,0,0.5,0,0,0,0,1.5
"Super-Moist-Banana-Bread-Recipezaar",1,2,2,1.5,0,1,0,0,0.5,0,0,0,0,0
"Going-Bananas-for-Banana-Bread-Food_com-68735",1,2,1.5,1,1,1,1,0,0.5,0.5,0,0,0,0
"Banana-Bread-Recipezaar_29",1.5,2,0,0,0,0.75,1,0,0.25,0,0,0,0,2
"Banana-Bread-Pudding-Recipezaar",1,0,0,1,0,0,0,0,0,0,0.5,0,0,0
"Banana-Macadamia-Nut-Bread-Allrecipes",0.75,1,0,3,1.25,0,0,0,0,0,0,0,0,0
"Super-Healthy-Whole-Wheat-Honey-Flax-Banana-Nut-Bread-Recipezaar",1,0,0,0,0.25,1,1,0,0,0,0,0,0,1.5
"Banana-Bread-Recipezaar_23",3,1,2,0.5,0,1,1,0,0.25,0,0,0,0,0
"Banana-Bread-Recipezaar_26",3,2,0,0,1,0,0,0,6,0,0,0,0,0
"Simple-Banana-Bread-Recipezaar",2,2,1.25,0.666666666667,0,1,0,0,0,0,0,0,0,0
"Banana-Bread-Recipezaar_24",1,1,0.333333333333,0,0.25,0,1,1,0,0,0.333333333333,0,0,0
"Banana-Bread-Recipezaar_96",2,1,0,0,0,0.25,0,0.75,0,0,0,0,0,0.75
"Banana-Nut-Bread-TasteOfHome",1,1,0,0,0,0,0,0,0,0,0.5,0,0,0
"Mom_s-Deliciously-Moist-Banana-Nut-Bread-Recipezaar",3,2,1.5,1.5,0.5,1,2,0.5,0.5,0,0,0.25,0,0
"Yummy-Banana-Bread-Recipezaar_4",3,1,1,0.5,1,1,0,0,0,0,0,0,0,0
"Cream-Cheese-Walnut-Banana-Bread-Recipezaar",1.5,2,3,2,0.5,0.5,0.5,0.5,0.75,0,0,0,0,0
"Bananas-Foster-Monkey-Bread-AllRecipes",2,0,0,0.5,0,0,1,0,5,0,0,0,0,0
"Choco_chunky-Banana-Bread-Food-Network",3,1,1.5,1,0,0.75,1,0.25,0.5,0,0,0.333333333333,0,0
"Butterscotch-Banana-Bread-Waffles-Recipezaar",2,3,2.25,0,0.5,0.5,0,0.5,0,0,0,0,0,0
"Healthy-And-Tasty-Banana-Bread-Recipezaar",2,2,0,0,0.5,1,0,0,0,0,0,0,0.25,1.75
"Banana-Bread-_Diabetic_-Food_com-86495",3,2,1,0,1,0,0,2,0,0,0,0,0,1
"Banana-Bread-Recipezaar_55",3,0,1.5,0.75,0,0,1,1.5,8,0,1.5,0,0,0.5
"Anne_s-Banana-Bread-Recipezaar",1,2,2,1,1,1,0,0,0,0,7,0,0,0
"Gold-Medal-Flour_s-Best-Ever-Banana-Bread-Food_com-66528",1.5,2,2.5,1.25,1,1,1,0,0.5,0,0,0.5,0,0
"Banana-Bran-Breakfast-Bread-Recipezaar",3,2,1,0,1,1,0,2,0.333333333333,0,0,1,0,0.75
"Low-Fat-Wholesome-Banana-Bread-Recipezaar",2,0,0,0,0.25,1,0,0,0,0,0,0,0,2
"1st-Place-Banana-Nut-Bread-Recipezaar",2.5,4,3.5,2.5,0.25,2,2,0,0,0,0.5,0,0,0
"Banana-Bread-_Vegan_-Food_com-172466",5,0,0,1,0,0.5,1,1,0,0,0,0,0.25,0
"Best-Banana_oat-Bread-Recipezaar",1,2,2,0.25,0.5,0.5,0,2,0,0,0.5,0,0,0
"Whole-Grain-Kefir-Banana-Bread-Recipezaar",3,0,0,0,0,2,0,2,0,0,0,0,0,1
"Mother_s-Banana-Bread-MyRecipes-247526",3,2,2,1,0.5,1,0,0,0,0,0,0,0,0
"Banana_coconut-Bread-Recipezaar",1,2,2,0.75,0.5,0.25,0,2,0.333333333333,0,0,0,0,0
"Stacey_s-Homemade-Banana-Bread-Recipezaar",1,2,1.5,0,1,1,0,0,0,0,0.5,0,0,0
"Ashley_s-Healthy-_whole-Wheat-Oatmeal_-Banana-Bread-Recipezaar",3,2,0,0.5,0.5,0.75,1.5,0,0.125,0,0,0,0,1
"Healthy-Banana-Oat-Bread-Recipezaar",2,2,1.5,0.75,1,2,0,4,0,0,0,0,0,1
"Angie_s-To-Die-For-Banana-Bread-AllRecipes-38657",4,4,3.5,2,1,2,2.5,0,0.5,0.5,0,1,0,0
"Banana-Bread-Iv-Allrecipes",5,4,3.5,2.5,1,2,1,0,0,0,0,0,0,0
"Oat_chip-Banana-Bread-TasteOfHome",1.5,2,2,1,1,1,0,1,0,0,0,0,0,0
"Banana-Split-Bread-TasteOfHome",1.5,4,3.5,1.25,0.5,1,0,2.5,0,0,0,0,0,0
"Baby-Food-Banana-Bread-Recipezaar",3,2,2,0,0.25,1,1,0,0.5,0,0,2,0,0
"Chocolate_banana-Bread-Pudding-Recipezaar",3,2,0,0,0,0,2,0,1,0,1,0,0,0
"Vegan-Banana-Chocolate-Spice-Bread-Food_com-162857",2,0,0,0,0.5,0,1.5,1,0,0,0,0,0,0
"Grama-Neilson_s-Banana-Bread-Recipezaar",1,2,2,0,0,1,0,0,0.5,0,0,0,0,0
"Honey_banana-Bread-Recipezaar",1,2,2,0,0.25,1,0,0,0.5,0,0,0,0,0
"Very-Peanutty-Chocolate-Banana-Bread-Recipezaar",1,1,2,1,0.5,0,0,1,0,0,0,0,0,0
"banana-bread-MyRecipes-263622",3,2,2,1,1,1,0,1,0,0,1,0,0,0
"Maui-Banana-Bread-_by-Peg-Bracken_-Recipezaar",6,4,2.5,2,1,0,0,3,0,0,0,0,0,0
"Healthified-Banana-Bread-Food_com-150504",4.5,0,4.5,1.5,0.75,3.25,0,0,1,0,0,0,0,0
"Banana-Bread-Food_com-132420",2,2,2,0.5,0.5,0.5,0,2,0.25,0,0,0.5,0,0
"Banana-Bread-Vii-Allrecipes",1.5,3,0,1,0,0,0.5,0,0,0,0,0,0,0
"Kelly_s-Blueberry-Banana-Bread-Recipezaar",3,1,2.5,0.5,1,0,2,0.5,0,0,0.333333333333,0,0,0
"Best-Healthy-Banana-Bread-Recipezaar",1,0.25,1.75,0.666666666667,0.5,0.75,0,0,0,0,0,0,0,0
"Banana-Nut-Bread-_-Sugar-Free-Recipezaar",0.666666666667,0,0,0,1,0,3,0,0,0,0,0,0,0
"Kona-Banana-Bread-Recipezaar",2,4,2,2,1,1,0,0,0,0,0,0,0,0
"Banana-Bread-Once-Upon-A-Chef-199983",1,2,0,0,0,1,0,1,0,0,0,0,0,0
"Fabulous-Banana-Bread-Recipezaar",3,2,1.5,1,1,3,0,0,0,0,0,0.5,0,0
"Tropical-banana-bread-with-macadamia-nuts_-pineapple_-and-coconut-308485",4,2,2,0,0,1,1,0,0,0,0,0,0,0
"Coconut-And-Macadamia-Nut-Banana-Breads-Epicurious",1.33333333333,3,2.25,0,1,0.5,1.5,0,1.5,3,0,0,0,0
"Toasted-Coconut_topped-Cream-Cheese_banana_nut-Bread-My-Recipes",1.5,2,3,2,0.5,0.5,2,0.5,0.75,0,0.25,0,0,0
"Hawaiian-Banana-Nut-Bread-Recipezaar_1",2,3,3,2,0.75,1,1,0,0,0,0,0,0,0
"Bread-Maker-Banana-Oat-Bread-Recipezaar",2,2,1,6,0.5,1,0,1,0,0,0,0,0,0
"Banana-and-Chocolate-Chip-Bread-I-Adore-Food-55269",3,2,2,1,1,0.5,0,1,0,0,0,0,0,0
"Almond-Butter-And-Finger-Bananas-On-Fruit-Bread-Epicurious",2,0,0,0,0,0,0,0,0,0,0,0,0,0
"Banana-Bread-Waffles-With-Cinnamon-Butter-Recipezaar",0,1,0,0,0,0,0.25,0,0,0,0,0.666666666667,0,0
"Guatemalan-Banana-Bread-_-Pao-De-Banano-Recipezaar",1.25,1,2.5,0,1,0,0,3.5,0,0,0.25,0,0,0
"Applesauce-Banana-Bread-Food_com-174862",4,2,0,1,1,1,1,1,0,0,0,0,0,0
"Starbucks-Banana-Walnut-Bread-Food_com-63285",3,1,2,1.125,0.25,1,0.5,0,0,0,0,2,0,0
"Melt-In-Your-Mouth-Banana-Bread-Recipezaar",2,4,2,2,1,1,0,0,0,0,0,0,0,0
"Easy-Banana-Bread-Recipezaar_3",1,2,1.75,0.666666666667,0,1,0,0,0.333333333333,0,0,0,0,0
"Raisin-Banana-Bread-Food_com-178529",0.5,0,0,0,1.5,0,0,0,0,0,1,0,0.75,0
"Banana-Bread-Pudding-With-Caramel-Sauce-My-Recipes",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0
"Old-Fashioned-Banana-Bread-Recipezaar",2,1,1.75,0.5,0.5,1,1,1,5,0,0,0,0,0
"Super-Cheap-Banana-Bread-Recipezaar",3,1,1.5,0.333333333333,1,1,0,0.5,0,0,0.333333333333,0,0,0
"Roasted-Banana-Bread-Pudding-With-Bourbon-Praline-Sauce-Food_com-72789",5,3,0,2,0.25,0,1,0,2,0,2,0,0,0
"Nana_s-Banana-Bread-Recipezaar_1",1.5,1,1.75,0.5,0.5,1,1,0.25,5,0,0,0,0,0
"Bonnie_s-Best-Banana-Bread-_-Bonnie-Stern-Recipezaar",1,1,1.5,0,0.25,1,1,1,0.5,0,0,0.5,0,0
"Peanut-Butter-Banana-Bread-Recipezaar_4",2,0,1.25,1,0.25,0,1,2,0,0,0,0,0,1
"Macadamia-Banana-Bread-Recipezaar_1",1,2,0,0,0,0,1,0,0,0,0,0,0,0
"Incredible-Banana-Bread-Food_com-176302",3,2,2,1.5,0.5,0.75,0,0.25,1,0,0,0,0,0
"Banana_nut-Bread-Recipezaar_1",3,4,5,2.5,1,0.5,2,4,1,0,0,0,0,0
"Big-Moist-Banana-Bread-Recipezaar",1,2,2,0.666666666667,0.5,0.5,0,1,0,0,0.25,0,0,0
"Super-Moist-Banana-Chocolate-Chip-Bread-Food_com-171989",2,4,2.25,0.333333333333,1,1,1,1,0,0,0,0,0,0
"Banana-Nut-Bread-Recipezaar_33",4,4,3.5,1.33333333333,1,0,0,1.5,0.666666666667,0,0,0,0,0
"Banana_date-Flaxseed-Bread-My-Recipes",0.666666666667,2,1.5,0.5,0.5,0.5,0,0.5,0,0,0,0,0,0
"Ultimate-Banana-Bread-Recipezaar",6,4,4,2.5,1.5,2,2,0,1.5,0,0,0,0,0
